SUBJ	condition	language	PUPIL_SIZE	CCC	rating_natural
4649	NEUTRAL	SPANISH	2450,53	20bSPANISH	5,92
4649	NEGATIVE	SPANISH	2451,95	19aSPANISH	4,24
4649	NEUTRAL	SPANISH	2454,81	17bSPANISH	5,28
2798	NEUTRAL	SPANISH	2458,74	06bSPANISH	4,24
4649	NEUTRAL	SPANISH	2469,19	12bSPANISH	4,96
2798	NEGATIVE	SPANISH	2477,03	13aSPANISH	5,88
2798	NEGATIVE	SPANISH	2477,47	17aSPANISH	6,24
4649	NEUTRAL	SPANISH	2486,67	01bSPANISH	4
4649	NEGATIVE	SPANISH	2504,21	20aSPANISH	3,08
4649	NEUTRAL	SPANISH	2508,39	16bSPANISH	4,52
4649	NEGATIVE	SPANISH	2509,03	12aSPANISH	6,24
4649	NEGATIVE	SPANISH	2509,36	14aSPANISH	4,8
4649	NEGATIVE	SPANISH	2510,73	11aSPANISH	5,28
4649	NEUTRAL	SPANISH	2515,58	04bSPANISH	4,44
4649	NEUTRAL	SPANISH	2515,65	08bSPANISH	3,72
2798	NEUTRAL	SPANISH	2521,38	13bSPANISH	4,44
4649	NEUTRAL	SPANISH	2522,84	10bSPANISH	5,6
4649	NEGATIVE	SPANISH	2534,66	15aSPANISH	5,32
4649	NEGATIVE	SPANISH	2534,97	17aSPANISH	6,24
4649	NEUTRAL	SPANISH	2535,22	06bSPANISH	4,24
2798	NEGATIVE	SPANISH	2539,12	06aSPANISH	5,64
4649	NEGATIVE	SPANISH	2544,44	04aSPANISH	4,28
4649	NEGATIVE	SPANISH	2549,08	06aSPANISH	5,64
4649	NEUTRAL	SPANISH	2550,54	19bSPANISH	5,04
2798	NEGATIVE	SPANISH	2562,46	03aSPANISH	5,16
4649	NEGATIVE	SPANISH	2570,33	10aSPANISH	4,92
4649	NEUTRAL	SPANISH	2572,45	13bSPANISH	4,44
4649	NEGATIVE	SPANISH	2573,89	02aSPANISH	6,04
4649	NEUTRAL	SPANISH	2574,77	05bSPANISH	5,36
4649	NEGATIVE	SPANISH	2582,92	16aSPANISH	6,12
4649	NEGATIVE	SPANISH	2598,14	08aSPANISH	6,4
4649	NEUTRAL	SPANISH	2612,09	09bSPANISH	5,48
4649	NEUTRAL	SPANISH	2612,56	18bSPANISH	5,84
2798	NEUTRAL	SPANISH	2628	09bSPANISH	5,48
4649	NEUTRAL	SPANISH	2633,04	11bSPANISH	5,96
4649	NEGATIVE	SPANISH	2637,73	13aSPANISH	5,88
4649	NEUTRAL	SPANISH	2641	03bSPANISH	5
4649	NEGATIVE	SPANISH	2650,39	09aSPANISH	5,28
2798	NEUTRAL	SPANISH	2660,23	12bSPANISH	4,96
2798	NEGATIVE	SPANISH	2671,09	05aSPANISH	3,84
2798	NEGATIVE	SPANISH	2672,87	15aSPANISH	5,32
2798	NEUTRAL	SPANISH	2837,21	08bSPANISH	3,72
636	NEUTRAL	SPANISH	842,42	17bSPANISH	5,28
636	NEGATIVE	SPANISH	851,36	03aSPANISH	5,16
636	NEUTRAL	SPANISH	852,97	13bSPANISH	4,44
636	NEUTRAL	SPANISH	853,17	19bSPANISH	5,04
636	NEGATIVE	SPANISH	856,79	18aSPANISH	5,88
636	NEUTRAL	SPANISH	859,48	11bSPANISH	5,96
636	NEUTRAL	SPANISH	866,27	01bSPANISH	4
636	NEGATIVE	SPANISH	866,89	15aSPANISH	5,32
636	NEGATIVE	SPANISH	870,24	09aSPANISH	5,28
636	NEUTRAL	SPANISH	871,04	14bSPANISH	3,92
636	NEGATIVE	SPANISH	872,63	07aSPANISH	4,76
636	NEUTRAL	SPANISH	872,97	02bSPANISH	6
636	NEUTRAL	SPANISH	877,46	18bSPANISH	5,84
636	NEUTRAL	SPANISH	878,36	10bSPANISH	5,6
636	NEUTRAL	SPANISH	878,82	07bSPANISH	5
636	NEUTRAL	SPANISH	879,29	15bSPANISH	3,84
636	NEUTRAL	SPANISH	888,45	08bSPANISH	3,72
636	NEGATIVE	SPANISH	890,16	20aSPANISH	3,08
636	NEGATIVE	SPANISH	891,51	17aSPANISH	6,24
636	NEUTRAL	SPANISH	891,84	16bSPANISH	4,52
636	NEUTRAL	SPANISH	894,38	12bSPANISH	4,96
636	NEGATIVE	SPANISH	894,83	12aSPANISH	6,24
636	NEGATIVE	SPANISH	897,24	04aSPANISH	4,28
636	NEUTRAL	SPANISH	897,31	20bSPANISH	5,92
636	NEGATIVE	SPANISH	897,44	13aSPANISH	5,88
636	NEGATIVE	SPANISH	900,1	10aSPANISH	4,92
636	NEUTRAL	SPANISH	902,55	05bSPANISH	5,36
636	NEGATIVE	SPANISH	903,65	19aSPANISH	4,24
636	NEUTRAL	SPANISH	904,19	09bSPANISH	5,48
636	NEUTRAL	SPANISH	906,51	04bSPANISH	4,44
636	NEGATIVE	SPANISH	908,39	11aSPANISH	5,28
636	NEUTRAL	SPANISH	908,44	03bSPANISH	5
636	NEUTRAL	SPANISH	913,03	06bSPANISH	4,24
636	NEGATIVE	SPANISH	921,21	16aSPANISH	6,12
636	NEGATIVE	SPANISH	922,97	05aSPANISH	3,84
636	NEGATIVE	SPANISH	934,2	14aSPANISH	4,8
636	NEGATIVE	SPANISH	937,69	01aSPANISH	5,8
636	NEGATIVE	SPANISH	939,3	02aSPANISH	6,04
636	NEGATIVE	SPANISH	964,67	06aSPANISH	5,64
636	NEGATIVE	SPANISH	1021,68	08aSPANISH	6,4
823	NEUTRAL	SPANISH	1194,53	10bSPANISH	5,6
823	NEUTRAL	SPANISH	1194,56	04bSPANISH	4,44
823	NEUTRAL	SPANISH	1219,38	01bSPANISH	4
823	NEGATIVE	SPANISH	1232,69	10aSPANISH	4,92
2343	NEGATIVE	SPANISH	1235,42	15aSPANISH	5,32
2343	NEUTRAL	SPANISH	1235,73	19bSPANISH	5,04
823	NEUTRAL	SPANISH	1244,53	07bSPANISH	5
2343	NEUTRAL	SPANISH	1248,43	09bSPANISH	5,48
823	NEUTRAL	SPANISH	1248,75	18bSPANISH	5,84
823	NEGATIVE	SPANISH	1258,71	11aSPANISH	5,28
2343	NEGATIVE	SPANISH	1261,17	14aSPANISH	4,8
2343	NEGATIVE	SPANISH	1264,74	10aSPANISH	4,92
2343	NEUTRAL	SPANISH	1268,29	07bSPANISH	5
2343	NEGATIVE	SPANISH	1269,54	18aSPANISH	5,88
823	NEGATIVE	SPANISH	1269,74	19aSPANISH	4,24
823	NEUTRAL	SPANISH	1270,89	19bSPANISH	5,04
823	NEGATIVE	SPANISH	1271	20aSPANISH	3,08
823	NEUTRAL	SPANISH	1271,41	14bSPANISH	3,92
823	NEUTRAL	SPANISH	1274,97	16bSPANISH	4,52
823	NEUTRAL	SPANISH	1276,77	02bSPANISH	6
823	NEGATIVE	SPANISH	1278,48	18aSPANISH	5,88
823	NEUTRAL	SPANISH	1279,83	06bSPANISH	4,24
823	NEGATIVE	SPANISH	1281,11	17aSPANISH	6,24
823	NEGATIVE	SPANISH	1281,32	14aSPANISH	4,8
2343	NEUTRAL	SPANISH	1281,47	05bSPANISH	5,36
823	NEUTRAL	SPANISH	1281,74	09bSPANISH	5,48
2343	NEUTRAL	SPANISH	1284,03	11bSPANISH	5,96
823	NEGATIVE	SPANISH	1285,6	08aSPANISH	6,4
823	NEUTRAL	SPANISH	1285,93	05bSPANISH	5,36
2343	NEUTRAL	SPANISH	1286,96	13bSPANISH	4,44
2343	NEGATIVE	SPANISH	1295,33	16aSPANISH	6,12
2343	NEUTRAL	SPANISH	1296,43	01bSPANISH	4
823	NEGATIVE	SPANISH	1296,78	16aSPANISH	6,12
823	NEGATIVE	SPANISH	1297,71	13aSPANISH	5,88
2343	NEUTRAL	SPANISH	1298,15	10bSPANISH	5,6
2343	NEGATIVE	SPANISH	1299,28	07aSPANISH	4,76
2343	NEUTRAL	SPANISH	1299,69	04bSPANISH	4,44
2343	NEUTRAL	SPANISH	1306,08	15bSPANISH	3,84
2343	NEUTRAL	SPANISH	1307,1	03bSPANISH	5
823	NEUTRAL	SPANISH	1307,11	08bSPANISH	3,72
823	NEUTRAL	SPANISH	1309,58	17bSPANISH	5,28
2343	NEGATIVE	SPANISH	1310,74	17aSPANISH	6,24
823	NEUTRAL	SPANISH	1312,11	03bSPANISH	5
2343	NEUTRAL	SPANISH	1313,06	12bSPANISH	4,96
2343	NEUTRAL	SPANISH	1313,96	16bSPANISH	4,52
823	NEUTRAL	SPANISH	1314,16	11bSPANISH	5,96
823	NEGATIVE	SPANISH	1316,97	05aSPANISH	3,84
2343	NEGATIVE	SPANISH	1318,84	02aSPANISH	6,04
2343	NEUTRAL	SPANISH	1320,9	08bSPANISH	3,72
823	NEGATIVE	SPANISH	1321,19	07aSPANISH	4,76
2343	NEGATIVE	SPANISH	1321,37	11aSPANISH	5,28
823	NEUTRAL	SPANISH	1321,65	13bSPANISH	4,44
2343	NEGATIVE	SPANISH	1323,3	05aSPANISH	3,84
823	NEUTRAL	SPANISH	1324,83	15bSPANISH	3,84
2343	NEGATIVE	SPANISH	1325,48	19aSPANISH	4,24
2343	NEGATIVE	SPANISH	1327,31	09aSPANISH	5,28
2343	NEGATIVE	SPANISH	1332,94	20aSPANISH	3,08
2343	NEGATIVE	SPANISH	1335,8	13aSPANISH	5,88
823	NEGATIVE	SPANISH	1337,32	01aSPANISH	5,8
2343	NEGATIVE	SPANISH	1340,69	08aSPANISH	6,4
2343	NEUTRAL	SPANISH	1340,7	17bSPANISH	5,28
2343	NEGATIVE	SPANISH	1341,67	04aSPANISH	4,28
2343	NEGATIVE	SPANISH	1344,23	01aSPANISH	5,8
2343	NEUTRAL	SPANISH	1346,89	14bSPANISH	3,92
2343	NEUTRAL	SPANISH	1352,44	18bSPANISH	5,84
823	NEGATIVE	SPANISH	1352,46	15aSPANISH	5,32
2343	NEGATIVE	SPANISH	1352,52	03aSPANISH	5,16
823	NEUTRAL	SPANISH	1358,73	12bSPANISH	4,96
823	NEGATIVE	SPANISH	1358,76	03aSPANISH	5,16
2343	NEGATIVE	SPANISH	1360,61	06aSPANISH	5,64
2343	NEGATIVE	SPANISH	1366,62	12aSPANISH	6,24
2343	NEUTRAL	SPANISH	1374,84	06bSPANISH	4,24
823	NEGATIVE	SPANISH	1386,5	12aSPANISH	6,24
823	NEGATIVE	SPANISH	1389,25	09aSPANISH	5,28
2343	NEUTRAL	SPANISH	1400	20bSPANISH	5,92
823	NEGATIVE	SPANISH	1400,67	02aSPANISH	6,04
2343	NEUTRAL	SPANISH	1407	02bSPANISH	6
823	NEGATIVE	SPANISH	1408,12	06aSPANISH	5,64
823	NEUTRAL	SPANISH	1430,36	20bSPANISH	5,92
823	NEGATIVE	SPANISH	1439,84	04aSPANISH	4,28
