SUBJ	condition	language	PUPIL_SIZE	CCC	rating_natural
4109	NEUTRAL	SPANISH	1007,14	15bSPANISH	3,84
1649	NEUTRAL	SPANISH	1007,58	11bSPANISH	5,96
3362	NEUTRAL	SPANISH	1007,78	03bSPANISH	5
663	NEUTRAL	SPANISH	1008,68	03bSPANISH	5
1649	NEGATIVE	SPANISH	1008,91	18aSPANISH	5,88
1649	NEGATIVE	SPANISH	1009,08	13aSPANISH	5,88
1649	NEGATIVE	SPANISH	1009,16	07aSPANISH	4,76
4109	NEUTRAL	SPANISH	1009,85	03bSPANISH	5
3362	NEUTRAL	SPANISH	1010,5	14bSPANISH	3,92
4109	NEUTRAL	SPANISH	1010,82	09bSPANISH	5,48
3362	NEUTRAL	SPANISH	1010,91	20bSPANISH	5,92
1649	NEUTRAL	SPANISH	1013,21	06bSPANISH	4,24
3362	NEGATIVE	SPANISH	1013,67	09aSPANISH	5,28
1649	NEGATIVE	SPANISH	1015,61	17aSPANISH	6,24
4109	NEGATIVE	SPANISH	1015,67	01aSPANISH	5,8
4109	NEGATIVE	SPANISH	1015,74	05aSPANISH	3,84
4109	NEGATIVE	SPANISH	1016,41	14aSPANISH	4,8
663	NEGATIVE	SPANISH	1018,27	14aSPANISH	4,8
1649	NEGATIVE	SPANISH	1020,11	06aSPANISH	5,64
1649	NEUTRAL	SPANISH	1021,38	14bSPANISH	3,92
4109	NEGATIVE	SPANISH	1022,14	16aSPANISH	6,12
663	NEGATIVE	SPANISH	1022,97	07aSPANISH	4,76
2138	NEGATIVE	SPANISH	1022,97	02aSPANISH	6,04
663	NEGATIVE	SPANISH	1023,46	10aSPANISH	4,92
3362	NEUTRAL	SPANISH	1023,61	16bSPANISH	4,52
4109	NEGATIVE	SPANISH	1023,72	03aSPANISH	5,16
1649	NEUTRAL	SPANISH	1024,18	08bSPANISH	3,72
4109	NEGATIVE	SPANISH	1024,88	10aSPANISH	4,92
4109	NEGATIVE	SPANISH	1025,74	20aSPANISH	3,08
663	NEGATIVE	SPANISH	1027,1	20aSPANISH	3,08
1649	NEUTRAL	SPANISH	1027,58	03bSPANISH	5
4109	NEGATIVE	SPANISH	1028,83	11aSPANISH	5,28
3362	NEGATIVE	SPANISH	1029,03	13aSPANISH	5,88
2138	NEGATIVE	SPANISH	1030,94	10aSPANISH	4,92
2138	NEUTRAL	SPANISH	1031,18	16bSPANISH	4,52
3362	NEUTRAL	SPANISH	1031,5	10bSPANISH	5,6
2138	NEGATIVE	SPANISH	1033,03	12aSPANISH	6,24
3362	NEGATIVE	SPANISH	1033,03	18aSPANISH	5,88
4109	NEGATIVE	SPANISH	1036,38	09aSPANISH	5,28
1649	NEUTRAL	SPANISH	1036,5	05bSPANISH	5,36
4109	NEUTRAL	SPANISH	1038,68	05bSPANISH	5,36
3362	NEGATIVE	SPANISH	1040,59	17aSPANISH	6,24
663	NEUTRAL	SPANISH	1041,14	10bSPANISH	5,6
1649	NEGATIVE	SPANISH	1041,14	08aSPANISH	6,4
1649	NEGATIVE	SPANISH	1041,71	05aSPANISH	3,84
4109	NEGATIVE	SPANISH	1042,62	15aSPANISH	5,32
663	NEUTRAL	SPANISH	1042,89	04bSPANISH	4,44
1649	NEGATIVE	SPANISH	1044,36	09aSPANISH	5,28
4109	NEGATIVE	SPANISH	1044,47	04aSPANISH	4,28
663	NEGATIVE	SPANISH	1044,67	04aSPANISH	4,28
663	NEGATIVE	SPANISH	1045,19	05aSPANISH	3,84
1649	NEGATIVE	SPANISH	1046,58	10aSPANISH	4,92
663	NEUTRAL	SPANISH	1047,68	12bSPANISH	4,96
1649	NEUTRAL	SPANISH	1048,15	09bSPANISH	5,48
2138	NEUTRAL	SPANISH	1048,71	03bSPANISH	5
1649	NEUTRAL	SPANISH	1050,25	20bSPANISH	5,92
1649	NEGATIVE	SPANISH	1050,47	14aSPANISH	4,8
2138	NEUTRAL	SPANISH	1050,64	05bSPANISH	5,36
1649	NEUTRAL	SPANISH	1051,75	16bSPANISH	4,52
663	NEGATIVE	SPANISH	1051,78	06aSPANISH	5,64
663	NEUTRAL	SPANISH	1051,9	11bSPANISH	5,96
663	NEGATIVE	SPANISH	1053,19	16aSPANISH	6,12
3362	NEGATIVE	SPANISH	1053,67	08aSPANISH	6,4
3362	NEGATIVE	SPANISH	1053,89	15aSPANISH	5,32
3362	NEGATIVE	SPANISH	1054,08	02aSPANISH	6,04
663	NEUTRAL	SPANISH	1054,38	02bSPANISH	6
4109	NEGATIVE	SPANISH	1054,72	02aSPANISH	6,04
3362	NEGATIVE	SPANISH	1055	03aSPANISH	5,16
663	NEUTRAL	SPANISH	1056,35	06bSPANISH	4,24
3362	NEUTRAL	SPANISH	1056,58	13bSPANISH	4,44
663	NEUTRAL	SPANISH	1056,86	09bSPANISH	5,48
2138	NEUTRAL	SPANISH	1057,57	13bSPANISH	4,44
663	NEUTRAL	SPANISH	1058,29	13bSPANISH	4,44
4109	NEGATIVE	SPANISH	1058,62	19aSPANISH	4,24
4484	NEUTRAL	SPANISH	1059,27	02bSPANISH	6
2138	NEUTRAL	SPANISH	1060,61	19bSPANISH	5,04
2138	NEGATIVE	SPANISH	1061,26	06aSPANISH	5,64
663	NEGATIVE	SPANISH	1061,51	17aSPANISH	6,24
663	NEGATIVE	SPANISH	1062,16	01aSPANISH	5,8
4109	NEGATIVE	SPANISH	1062,5	08aSPANISH	6,4
663	NEUTRAL	SPANISH	1064,42	15bSPANISH	3,84
2138	NEGATIVE	SPANISH	1065,07	05aSPANISH	3,84
1649	NEUTRAL	SPANISH	1068,82	19bSPANISH	5,04
1649	NEUTRAL	SPANISH	1069,75	01bSPANISH	4
663	NEUTRAL	SPANISH	1070,91	17bSPANISH	5,28
663	NEGATIVE	SPANISH	1071,88	18aSPANISH	5,88
663	NEGATIVE	SPANISH	1072,07	09aSPANISH	5,28
2138	NEGATIVE	SPANISH	1074,14	15aSPANISH	5,32
663	NEUTRAL	SPANISH	1074,21	19bSPANISH	5,04
2138	NEGATIVE	SPANISH	1074,6	03aSPANISH	5,16
2138	NEUTRAL	SPANISH	1074,65	10bSPANISH	5,6
2138	NEUTRAL	SPANISH	1074,66	02bSPANISH	6
4109	NEUTRAL	SPANISH	1074,71	18bSPANISH	5,84
3362	NEUTRAL	SPANISH	1074,97	02bSPANISH	6
3943	NEGATIVE	SPANISH	1075,23	10aSPANISH	4,92
1649	NEGATIVE	SPANISH	1075,62	20aSPANISH	3,08
1649	NEUTRAL	SPANISH	1076,29	10bSPANISH	5,6
2138	NEUTRAL	SPANISH	1076,71	09bSPANISH	5,48
2138	NEGATIVE	SPANISH	1077,09	20aSPANISH	3,08
3943	NEUTRAL	SPANISH	1077,36	13bSPANISH	4,44
3362	NEUTRAL	SPANISH	1079,26	06bSPANISH	4,24
1649	NEGATIVE	SPANISH	1079,95	19aSPANISH	4,24
3362	NEUTRAL	SPANISH	1080,72	08bSPANISH	3,72
663	NEGATIVE	SPANISH	1081,75	08aSPANISH	6,4
3362	NEGATIVE	SPANISH	1082,21	20aSPANISH	3,08
2138	NEGATIVE	SPANISH	1083,03	04aSPANISH	4,28
4109	NEGATIVE	SPANISH	1083,87	13aSPANISH	5,88
2138	NEUTRAL	SPANISH	1084,39	08bSPANISH	3,72
1649	NEUTRAL	SPANISH	1084,56	15bSPANISH	3,84
663	NEUTRAL	SPANISH	1084,87	07bSPANISH	5
663	NEGATIVE	SPANISH	1084,95	03aSPANISH	5,16
3362	NEGATIVE	SPANISH	1085,38	10aSPANISH	4,92
3943	NEGATIVE	SPANISH	1087,26	07aSPANISH	4,76
2138	NEGATIVE	SPANISH	1089,17	18aSPANISH	5,88
663	NEGATIVE	SPANISH	1090,36	13aSPANISH	5,88
3943	NEUTRAL	SPANISH	1090,54	05bSPANISH	5,36
3362	NEUTRAL	SPANISH	1091,81	05bSPANISH	5,36
3362	NEUTRAL	SPANISH	1091,96	01bSPANISH	4
3161	NEGATIVE	SPANISH	1093,41	08aSPANISH	6,4
3362	NEUTRAL	SPANISH	1093,64	11bSPANISH	5,96
663	NEUTRAL	SPANISH	1096,18	05bSPANISH	5,36
663	NEGATIVE	SPANISH	1096,93	19aSPANISH	4,24
663	NEGATIVE	SPANISH	1097,57	11aSPANISH	5,28
3943	NEUTRAL	SPANISH	1098,68	01bSPANISH	4
2138	NEUTRAL	SPANISH	1099,36	14bSPANISH	3,92
2138	NEGATIVE	SPANISH	1101,73	17aSPANISH	6,24
663	NEGATIVE	SPANISH	1102,76	15aSPANISH	5,32
2138	NEGATIVE	SPANISH	1105,06	07aSPANISH	4,76
663	NEUTRAL	SPANISH	1105,55	14bSPANISH	3,92
3943	NEGATIVE	SPANISH	1105,73	17aSPANISH	6,24
663	NEUTRAL	SPANISH	1108	20bSPANISH	5,92
3943	NEUTRAL	SPANISH	1108,33	11bSPANISH	5,96
2138	NEGATIVE	SPANISH	1109,43	01aSPANISH	5,8
3943	NEUTRAL	SPANISH	1109,71	15bSPANISH	3,84
2138	NEUTRAL	SPANISH	1109,79	07bSPANISH	5
1649	NEUTRAL	SPANISH	1110,76	07bSPANISH	5
3943	NEGATIVE	SPANISH	1113,32	13aSPANISH	5,88
3843	NEGATIVE	SPANISH	1114,76	18aSPANISH	5,88
2138	NEUTRAL	SPANISH	1118,23	17bSPANISH	5,28
3362	NEGATIVE	SPANISH	1119,03	12aSPANISH	6,24
3843	NEUTRAL	SPANISH	1121,41	03bSPANISH	5
3362	NEGATIVE	SPANISH	1121,53	14aSPANISH	4,8
3161	NEGATIVE	SPANISH	1125,67	01aSPANISH	5,8
2138	NEGATIVE	SPANISH	1125,82	08aSPANISH	6,4
3943	NEGATIVE	SPANISH	1126,04	03aSPANISH	5,16
3943	NEUTRAL	SPANISH	1128,5	09bSPANISH	5,48
2138	NEGATIVE	SPANISH	1128,91	14aSPANISH	4,8
3843	NEUTRAL	SPANISH	1128,95	12bSPANISH	4,96
2138	NEGATIVE	SPANISH	1130,06	09aSPANISH	5,28
663	NEGATIVE	SPANISH	1132,7	12aSPANISH	6,24
2138	NEUTRAL	SPANISH	1133,18	04bSPANISH	4,44
3943	NEGATIVE	SPANISH	1137,37	20aSPANISH	3,08
3843	NEUTRAL	SPANISH	1138,46	10bSPANISH	5,6
3161	NEUTRAL	SPANISH	1138,67	07bSPANISH	5
3843	NEGATIVE	SPANISH	1138,83	19aSPANISH	4,24
3943	NEUTRAL	SPANISH	1140,11	03bSPANISH	5
2138	NEUTRAL	SPANISH	1142	06bSPANISH	4,24
3843	NEGATIVE	SPANISH	1143,26	06aSPANISH	5,64
3362	NEUTRAL	SPANISH	1143,39	04bSPANISH	4,44
3943	NEUTRAL	SPANISH	1143,81	10bSPANISH	5,6
3943	NEGATIVE	SPANISH	1144,71	19aSPANISH	4,24
3843	NEGATIVE	SPANISH	1145,11	05aSPANISH	3,84
3161	NEUTRAL	SPANISH	1146,29	16bSPANISH	4,52
3943	NEGATIVE	SPANISH	1148,36	14aSPANISH	4,8
3161	NEUTRAL	SPANISH	1148,43	06bSPANISH	4,24
3843	NEUTRAL	SPANISH	1149,89	14bSPANISH	3,92
3362	NEGATIVE	SPANISH	1150,17	07aSPANISH	4,76
3161	NEUTRAL	SPANISH	1150,74	08bSPANISH	3,72
3843	NEGATIVE	SPANISH	1151,03	07aSPANISH	4,76
3843	NEGATIVE	SPANISH	1151,12	16aSPANISH	6,12
3943	NEUTRAL	SPANISH	1153,08	12bSPANISH	4,96
4109	NEGATIVE	SPANISH	1153,78	07aSPANISH	4,76
3362	NEGATIVE	SPANISH	1155,66	11aSPANISH	5,28
3161	NEGATIVE	SPANISH	1157,43	06aSPANISH	5,64
2138	NEUTRAL	SPANISH	1158,03	11bSPANISH	5,96
3843	NEGATIVE	SPANISH	1158,66	02aSPANISH	6,04
3843	NEGATIVE	SPANISH	1159,9	15aSPANISH	5,32
3943	NEUTRAL	SPANISH	1160,22	18bSPANISH	5,84
3843	NEUTRAL	SPANISH	1161,61	09bSPANISH	5,48
3843	NEUTRAL	SPANISH	1162,31	18bSPANISH	5,84
3843	NEUTRAL	SPANISH	1166,71	15bSPANISH	3,84
3943	NEUTRAL	SPANISH	1172,04	04bSPANISH	4,44
3943	NEGATIVE	SPANISH	1172,48	01aSPANISH	5,8
3362	NEGATIVE	SPANISH	1173	06aSPANISH	5,64
3843	NEGATIVE	SPANISH	1175,87	11aSPANISH	5,28
3943	NEGATIVE	SPANISH	1176,52	11aSPANISH	5,28
3943	NEUTRAL	SPANISH	1176,64	07bSPANISH	5
3943	NEUTRAL	SPANISH	1178,21	20bSPANISH	5,92
3161	NEGATIVE	SPANISH	1181,48	19aSPANISH	4,24
3943	NEUTRAL	SPANISH	1184,45	17bSPANISH	5,28
3161	NEGATIVE	SPANISH	1185,22	15aSPANISH	5,32
3843	NEGATIVE	SPANISH	1186,48	09aSPANISH	5,28
3843	NEUTRAL	SPANISH	1186,56	04bSPANISH	4,44
3161	NEUTRAL	SPANISH	1186,86	19bSPANISH	5,04
3943	NEUTRAL	SPANISH	1187,5	19bSPANISH	5,04
3161	NEGATIVE	SPANISH	1187,58	13aSPANISH	5,88
3943	NEUTRAL	SPANISH	1187,64	14bSPANISH	3,92
3161	NEUTRAL	SPANISH	1188,85	03bSPANISH	5
4025	NEUTRAL	SPANISH	1188,88	07bSPANISH	5
2138	NEUTRAL	SPANISH	1189,25	18bSPANISH	5,84
3943	NEGATIVE	SPANISH	1192,08	09aSPANISH	5,28
3161	NEUTRAL	SPANISH	1192,56	13bSPANISH	4,44
3943	NEUTRAL	SPANISH	1192,94	08bSPANISH	3,72
3161	NEGATIVE	SPANISH	1194,7	02aSPANISH	6,04
3843	NEUTRAL	SPANISH	1194,75	08bSPANISH	3,72
2138	NEUTRAL	SPANISH	1195,97	12bSPANISH	4,96
3943	NEGATIVE	SPANISH	1199,34	06aSPANISH	5,64
3843	NEUTRAL	SPANISH	1199,43	01bSPANISH	4
3843	NEUTRAL	SPANISH	1200,15	13bSPANISH	4,44
3843	NEGATIVE	SPANISH	1200,48	14aSPANISH	4,8
3161	NEGATIVE	SPANISH	1205,21	18aSPANISH	5,88
3843	NEUTRAL	SPANISH	1205,59	07bSPANISH	5
3843	NEGATIVE	SPANISH	1206,53	01aSPANISH	5,8
3161	NEUTRAL	SPANISH	1207,03	18bSPANISH	5,84
3843	NEUTRAL	SPANISH	1208,21	05bSPANISH	5,36
3161	NEGATIVE	SPANISH	1208,43	03aSPANISH	5,16
2138	NEGATIVE	SPANISH	1208,45	13aSPANISH	5,88
3161	NEUTRAL	SPANISH	1210,45	15bSPANISH	3,84
4025	NEUTRAL	SPANISH	1211,67	04bSPANISH	4,44
3161	NEGATIVE	SPANISH	1212,91	10aSPANISH	4,92
3843	NEGATIVE	SPANISH	1213,98	08aSPANISH	6,4
3943	NEGATIVE	SPANISH	1215,86	04aSPANISH	4,28
3161	NEGATIVE	SPANISH	1216,9	09aSPANISH	5,28
3843	NEGATIVE	SPANISH	1218,16	13aSPANISH	5,88
3161	NEGATIVE	SPANISH	1220,04	12aSPANISH	6,24
3362	NEUTRAL	SPANISH	1220,52	12bSPANISH	4,96
3161	NEGATIVE	SPANISH	1220,81	16aSPANISH	6,12
3161	NEGATIVE	SPANISH	1222,76	20aSPANISH	3,08
3161	NEUTRAL	SPANISH	1226,09	02bSPANISH	6
4025	NEUTRAL	SPANISH	1226,77	11bSPANISH	5,96
4025	NEUTRAL	SPANISH	1229,6	13bSPANISH	4,44
3843	NEUTRAL	SPANISH	1229,71	17bSPANISH	5,28
3843	NEUTRAL	SPANISH	1230,47	06bSPANISH	4,24
4025	NEUTRAL	SPANISH	1231,35	06bSPANISH	4,24
3943	NEGATIVE	SPANISH	1233,81	16aSPANISH	6,12
3943	NEGATIVE	SPANISH	1233,94	02aSPANISH	6,04
4025	NEUTRAL	SPANISH	1234,12	14bSPANISH	3,92
3161	NEUTRAL	SPANISH	1235,33	14bSPANISH	3,92
3161	NEUTRAL	SPANISH	1237,5	01bSPANISH	4
3161	NEUTRAL	SPANISH	1239	04bSPANISH	4,44
3161	NEUTRAL	SPANISH	1240,33	05bSPANISH	5,36
3161	NEGATIVE	SPANISH	1240,36	14aSPANISH	4,8
3362	NEGATIVE	SPANISH	1241,85	19aSPANISH	4,24
567	NEUTRAL	SPANISH	1242,03	13bSPANISH	4,44
3161	NEGATIVE	SPANISH	1242,35	17aSPANISH	6,24
3161	NEGATIVE	SPANISH	1242,74	07aSPANISH	4,76
4025	NEUTRAL	SPANISH	1242,87	12bSPANISH	4,96
2138	NEGATIVE	SPANISH	1244,28	19aSPANISH	4,24
3843	NEUTRAL	SPANISH	1244,46	20bSPANISH	5,92
3161	NEUTRAL	SPANISH	1244,56	20bSPANISH	5,92
3943	NEUTRAL	SPANISH	1244,62	16bSPANISH	4,52
3161	NEUTRAL	SPANISH	1244,82	17bSPANISH	5,28
2138	NEGATIVE	SPANISH	1248,72	16aSPANISH	6,12
3161	NEUTRAL	SPANISH	1250,38	11bSPANISH	5,96
3943	NEUTRAL	SPANISH	1250,92	06bSPANISH	4,24
4025	NEUTRAL	SPANISH	1250,94	02bSPANISH	6
3161	NEUTRAL	SPANISH	1251,03	12bSPANISH	4,96
4025	NEUTRAL	SPANISH	1252,81	09bSPANISH	5,48
4025	NEGATIVE	SPANISH	1254,75	20aSPANISH	3,08
3943	NEGATIVE	SPANISH	1256,85	08aSPANISH	6,4
4025	NEUTRAL	SPANISH	1258,45	03bSPANISH	5
2138	NEGATIVE	SPANISH	1259,88	11aSPANISH	5,28
4025	NEGATIVE	SPANISH	1260,5	16aSPANISH	6,12
4025	NEUTRAL	SPANISH	1260,53	17bSPANISH	5,28
3843	NEUTRAL	SPANISH	1260,97	02bSPANISH	6
4025	NEGATIVE	SPANISH	1261,75	18aSPANISH	5,88
4025	NEUTRAL	SPANISH	1263,69	01bSPANISH	4
3943	NEGATIVE	SPANISH	1264,46	18aSPANISH	5,88
3843	NEGATIVE	SPANISH	1264,9	17aSPANISH	6,24
3943	NEUTRAL	SPANISH	1269,26	02bSPANISH	6
3161	NEGATIVE	SPANISH	1270,26	05aSPANISH	3,84
567	NEUTRAL	SPANISH	1270,41	01bSPANISH	4
3843	NEUTRAL	SPANISH	1270,41	19bSPANISH	5,04
4025	NEGATIVE	SPANISH	1270,79	02aSPANISH	6,04
3943	NEGATIVE	SPANISH	1270,97	05aSPANISH	3,84
4025	NEUTRAL	SPANISH	1276,6	08bSPANISH	3,72
3843	NEGATIVE	SPANISH	1276,97	12aSPANISH	6,24
567	NEUTRAL	SPANISH	1277,79	16bSPANISH	4,52
3843	NEUTRAL	SPANISH	1279,74	11bSPANISH	5,96
3843	NEGATIVE	SPANISH	1282,06	03aSPANISH	5,16
4025	NEGATIVE	SPANISH	1282,92	10aSPANISH	4,92
4025	NEUTRAL	SPANISH	1285,09	20bSPANISH	5,92
1231	NEGATIVE	SPANISH	1285,84	18aSPANISH	5,88
3843	NEGATIVE	SPANISH	1286,25	10aSPANISH	4,92
4025	NEUTRAL	SPANISH	1286,41	19bSPANISH	5,04
3943	NEGATIVE	SPANISH	1288,11	12aSPANISH	6,24
3362	NEGATIVE	SPANISH	1288,25	04aSPANISH	4,28
1231	NEUTRAL	SPANISH	1290,7	07bSPANISH	5
4025	NEGATIVE	SPANISH	1293,75	17aSPANISH	6,24
1231	NEGATIVE	SPANISH	1295,41	09aSPANISH	5,28
4025	NEGATIVE	SPANISH	1295,49	19aSPANISH	4,24
1231	NEGATIVE	SPANISH	1296,1	10aSPANISH	4,92
4025	NEGATIVE	SPANISH	1296,39	13aSPANISH	5,88
1231	NEGATIVE	SPANISH	1297,64	13aSPANISH	5,88
567	NEUTRAL	SPANISH	1299,78	04bSPANISH	4,44
4025	NEGATIVE	SPANISH	1300,31	11aSPANISH	5,28
1231	NEGATIVE	SPANISH	1300,84	11aSPANISH	5,28
4473	NEUTRAL	SPANISH	1301,54	09bSPANISH	5,48
567	NEUTRAL	SPANISH	1301,95	10bSPANISH	5,6
3161	NEUTRAL	SPANISH	1303,6	10bSPANISH	5,6
4473	NEGATIVE	SPANISH	1305,31	12aSPANISH	6,24
4025	NEGATIVE	SPANISH	1305,55	09aSPANISH	5,28
1231	NEUTRAL	SPANISH	1305,58	18bSPANISH	5,84
1231	NEUTRAL	SPANISH	1306,81	20bSPANISH	5,92
1231	NEUTRAL	SPANISH	1306,97	17bSPANISH	5,28
1231	NEGATIVE	SPANISH	1307,32	05aSPANISH	3,84
567	NEUTRAL	SPANISH	1307,54	14bSPANISH	3,92
4025	NEGATIVE	SPANISH	1307,94	15aSPANISH	5,32
3843	NEGATIVE	SPANISH	1308,06	20aSPANISH	3,08
4025	NEGATIVE	SPANISH	1308,15	03aSPANISH	5,16
1231	NEUTRAL	SPANISH	1308,63	15bSPANISH	3,84
4025	NEGATIVE	SPANISH	1309,09	04aSPANISH	4,28
2180	NEUTRAL	SPANISH	1309,13	02bSPANISH	6
567	NEUTRAL	SPANISH	1309,59	06bSPANISH	4,24
2180	NEUTRAL	SPANISH	1310,03	11bSPANISH	5,96
3943	NEGATIVE	SPANISH	1310,21	15aSPANISH	5,32
1231	NEGATIVE	SPANISH	1310,81	16aSPANISH	6,12
4473	NEUTRAL	SPANISH	1312,11	07bSPANISH	5
2180	NEUTRAL	SPANISH	1312,48	10bSPANISH	5,6
1231	NEGATIVE	SPANISH	1312,57	17aSPANISH	6,24
1231	NEGATIVE	SPANISH	1314,1	07aSPANISH	4,76
567	NEUTRAL	SPANISH	1314,24	15bSPANISH	3,84
1231	NEUTRAL	SPANISH	1315,12	04bSPANISH	4,44
4025	NEGATIVE	SPANISH	1318,23	05aSPANISH	3,84
4473	NEGATIVE	SPANISH	1318,28	01aSPANISH	5,8
1231	NEUTRAL	SPANISH	1319,08	09bSPANISH	5,48
2180	NEUTRAL	SPANISH	1319,44	08bSPANISH	3,72
1231	NEUTRAL	SPANISH	1319,83	10bSPANISH	5,6
1231	NEUTRAL	SPANISH	1320,97	06bSPANISH	4,24
4025	NEUTRAL	SPANISH	1321,7	18bSPANISH	5,84
2180	NEGATIVE	SPANISH	1322,84	03aSPANISH	5,16
4025	NEGATIVE	SPANISH	1323	06aSPANISH	5,64
2180	NEUTRAL	SPANISH	1323,22	17bSPANISH	5,28
1231	NEGATIVE	SPANISH	1323,31	04aSPANISH	4,28
1231	NEGATIVE	SPANISH	1323,32	20aSPANISH	3,08
2180	NEGATIVE	SPANISH	1323,6	17aSPANISH	6,24
2180	NEUTRAL	SPANISH	1323,65	09bSPANISH	5,48
1231	NEUTRAL	SPANISH	1323,82	14bSPANISH	3,92
2180	NEUTRAL	SPANISH	1323,95	15bSPANISH	3,84
1231	NEUTRAL	SPANISH	1324	05bSPANISH	5,36
1231	NEUTRAL	SPANISH	1325,5	03bSPANISH	5
1231	NEUTRAL	SPANISH	1325,59	11bSPANISH	5,96
4473	NEUTRAL	SPANISH	1325,59	06bSPANISH	4,24
1231	NEGATIVE	SPANISH	1326,53	06aSPANISH	5,64
1231	NEGATIVE	SPANISH	1326,71	03aSPANISH	5,16
567	NEUTRAL	SPANISH	1326,82	17bSPANISH	5,28
1231	NEUTRAL	SPANISH	1327,14	16bSPANISH	4,52
2180	NEUTRAL	SPANISH	1327,42	07bSPANISH	5
4025	NEUTRAL	SPANISH	1329,25	05bSPANISH	5,36
1231	NEUTRAL	SPANISH	1329,76	13bSPANISH	4,44
2180	NEUTRAL	SPANISH	1330,62	20bSPANISH	5,92
2180	NEGATIVE	SPANISH	1330,7	07aSPANISH	4,76
4124	NEUTRAL	SPANISH	1331,08	09bSPANISH	5,48
567	NEUTRAL	SPANISH	1332,06	12bSPANISH	4,96
4025	NEGATIVE	SPANISH	1332,19	12aSPANISH	6,24
4025	NEUTRAL	SPANISH	1332,33	16bSPANISH	4,52
4473	NEGATIVE	SPANISH	1332,78	10aSPANISH	4,92
1231	NEGATIVE	SPANISH	1332,94	15aSPANISH	5,32
4473	NEGATIVE	SPANISH	1334,2	04aSPANISH	4,28
1231	NEUTRAL	SPANISH	1334,91	02bSPANISH	6
3161	NEGATIVE	SPANISH	1335,97	11aSPANISH	5,28
567	NEUTRAL	SPANISH	1336,38	02bSPANISH	6
4025	NEGATIVE	SPANISH	1336,54	07aSPANISH	4,76
1231	NEGATIVE	SPANISH	1336,54	02aSPANISH	6,04
2180	NEGATIVE	SPANISH	1336,57	04aSPANISH	4,28
4025	NEGATIVE	SPANISH	1337,17	14aSPANISH	4,8
4473	NEUTRAL	SPANISH	1339,9	05bSPANISH	5,36
1231	NEGATIVE	SPANISH	1340,49	08aSPANISH	6,4
1231	NEGATIVE	SPANISH	1340,69	12aSPANISH	6,24
1231	NEGATIVE	SPANISH	1341,45	14aSPANISH	4,8
2180	NEUTRAL	SPANISH	1341,53	03bSPANISH	5
4124	NEUTRAL	SPANISH	1342,08	06bSPANISH	4,24
1231	NEGATIVE	SPANISH	1342,22	01aSPANISH	5,8
1231	NEUTRAL	SPANISH	1342,32	08bSPANISH	3,72
2180	NEUTRAL	SPANISH	1342,33	01bSPANISH	4
4025	NEGATIVE	SPANISH	1342,76	08aSPANISH	6,4
4473	NEUTRAL	SPANISH	1343,11	04bSPANISH	4,44
4473	NEUTRAL	SPANISH	1343,75	20bSPANISH	5,92
2180	NEUTRAL	SPANISH	1344,4	12bSPANISH	4,96
4473	NEGATIVE	SPANISH	1345,42	06aSPANISH	5,64
567	NEGATIVE	SPANISH	1346,25	13aSPANISH	5,88
3843	NEUTRAL	SPANISH	1346,88	16bSPANISH	4,52
1231	NEGATIVE	SPANISH	1347,22	19aSPANISH	4,24
567	NEUTRAL	SPANISH	1347,94	20bSPANISH	5,92
3843	NEGATIVE	SPANISH	1348,38	04aSPANISH	4,28
2180	NEGATIVE	SPANISH	1350,43	02aSPANISH	6,04
4473	NEUTRAL	SPANISH	1351,54	14bSPANISH	3,92
4473	NEUTRAL	SPANISH	1352,03	15bSPANISH	3,84
2180	NEUTRAL	SPANISH	1355,91	18bSPANISH	5,84
4124	NEGATIVE	SPANISH	1356,92	13aSPANISH	5,88
1231	NEUTRAL	SPANISH	1357,82	12bSPANISH	4,96
567	NEUTRAL	SPANISH	1358,1	18bSPANISH	5,84
4124	NEGATIVE	SPANISH	1358,73	20aSPANISH	3,08
4124	NEGATIVE	SPANISH	1359,07	09aSPANISH	5,28
4473	NEGATIVE	SPANISH	1360,33	17aSPANISH	6,24
2180	NEUTRAL	SPANISH	1362,26	05bSPANISH	5,36
4473	NEGATIVE	SPANISH	1364,45	07aSPANISH	4,76
2180	NEGATIVE	SPANISH	1365,1	13aSPANISH	5,88
4025	NEUTRAL	SPANISH	1365,32	10bSPANISH	5,6
567	NEGATIVE	SPANISH	1365,42	11aSPANISH	5,28
4473	NEUTRAL	SPANISH	1365,52	08bSPANISH	3,72
4473	NEGATIVE	SPANISH	1365,67	08aSPANISH	6,4
4473	NEUTRAL	SPANISH	1365,78	11bSPANISH	5,96
2180	NEGATIVE	SPANISH	1365,85	12aSPANISH	6,24
3161	NEGATIVE	SPANISH	1366,42	04aSPANISH	4,28
4473	NEGATIVE	SPANISH	1367,31	14aSPANISH	4,8
2180	NEGATIVE	SPANISH	1368,21	08aSPANISH	6,4
1231	NEUTRAL	SPANISH	1368,27	19bSPANISH	5,04
2180	NEUTRAL	SPANISH	1368,87	16bSPANISH	4,52
4473	NEUTRAL	SPANISH	1369,25	03bSPANISH	5
4473	NEUTRAL	SPANISH	1370,74	19bSPANISH	5,04
2180	NEUTRAL	SPANISH	1370,78	06bSPANISH	4,24
4124	NEUTRAL	SPANISH	1372	11bSPANISH	5,96
567	NEGATIVE	SPANISH	1372,27	20aSPANISH	3,08
567	NEUTRAL	SPANISH	1372,33	07bSPANISH	5
